time;index.bend;thumb.bend;little.bend;middle.bend;ring.bend;little.pressure;index.pressure;middle.pressure;thumb.pressure;ring.pressure;emg;orientEulX;orientEulY;orientEulZ;orientQuatX;orientQuatY;orientQuatZ;orientQuatW;linacceleX;linacceleY;linaccelerZ
7686873;5404;4388;5852;5624;5156;472;15;30;11;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7686913;5404;4384;5844;5625;5156;468;19;22;14;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7686953;5404;4388;5845;5628;5160;480;23;26;15;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7686993;5404;4393;5841;5624;5153;472;27;26;14;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687033;5401;4388;5841;5625;5156;476;19;26;23;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687073;5404;4388;5844;5625;5164;476;23;30;19;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687113;5409;4388;5845;5621;5157;476;22;23;15;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687153;5401;4381;5841;5621;5156;476;22;26;19;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687193;5397;4392;5837;5628;5161;477;18;31;18;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687233;5404;4393;5841;5621;5161;472;19;30;15;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687273;5404;4389;5845;5621;5160;476;19;22;26;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687313;5404;4385;5848;5624;5160;469;22;22;23;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687353;5401;4385;5848;5624;5160;476;22;26;19;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687393;5400;4381;5844;5629;5157;473;15;34;23;22;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687433;5405;4385;5849;5624;5156;480;22;23;15;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687473;5400;4384;5845;5621;5161;477;26;26;23;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687513;5396;4385;5845;5621;5156;473;18;26;15;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687553;5397;4384;5849;5625;5152;480;23;26;23;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687593;5401;4381;5845;5620;5160;473;26;30;18;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687633;5404;4380;5841;5624;5157;477;22;26;22;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687673;5404;4385;5845;5620;5157;476;22;26;18;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687713;5401;4381;5845;5624;5157;473;23;26;22;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687753;5404;4388;5845;5625;5157;473;30;23;19;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687793;5401;4385;5844;5625;5161;469;30;26;23;26;8191;5725;-245;-163;1380;2225;303;16171;0;10;0
7687833;5400;4384;5848;5621;5157;477;22;30;19;34;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687873;5401;4385;5848;5624;5161;477;23;27;18;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687913;5400;4384;5845;5621;5152;473;23;22;18;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687953;5400;4384;5845;5624;5157;480;23;34;14;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7687993;5404;4384;5840;5628;5157;473;27;26;14;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688033;5397;4384;5848;5621;5160;477;30;30;30;23;8191;5725;-245;-163;1380;2225;303;16171;0;10;0
7688073;5404;4381;5844;5625;5157;477;19;34;22;23;8191;5725;-245;-163;1380;2225;303;16171;0;11;0
7688113;5401;4384;5845;5628;5161;472;18;30;14;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688203;5397;4384;5849;5624;5161;477;23;31;14;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688243;5400;4385;5848;5621;5156;473;23;27;26;34;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688283;5405;4385;5845;5621;5160;480;26;30;10;34;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688323;5404;4392;5845;5620;5160;477;23;27;19;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688363;5400;4384;5848;5624;5161;468;30;27;14;22;8191;5725;-245;-163;1380;2225;303;16171;0;10;0
7688403;5405;4385;5848;5625;5160;477;22;27;23;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688443;5401;4384;5845;5620;5157;481;22;34;14;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688483;5409;4381;5845;5621;5160;476;26;26;15;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688523;5401;4388;5844;5629;5164;469;18;38;19;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688563;5405;4384;5844;5625;5160;469;22;34;19;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688603;5405;4392;5849;5624;5160;476;27;30;11;26;8191;5725;-245;-163;1380;2225;303;16171;0;11;0
7688643;5405;4388;5849;5628;5153;480;26;34;18;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688683;5404;4388;5844;5625;5161;472;26;27;19;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688723;5405;4392;5853;5621;5157;481;23;27;18;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688763;5401;4389;5848;5628;5157;480;23;26;22;22;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688803;5401;4385;5844;5621;5161;473;22;34;10;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688843;5405;4392;5852;5628;5161;477;15;26;27;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688883;5401;4384;5848;5628;5157;472;30;26;19;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688923;5408;4388;5848;5621;5160;473;19;30;22;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7688963;5408;4388;5844;5621;5157;480;19;34;26;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689003;5404;4389;5848;5625;5161;485;31;15;18;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689043;5405;4385;5852;5624;5160;480;19;26;22;27;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689083;5401;4389;5845;5617;5164;468;22;23;22;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689123;5409;4384;5848;5629;5165;476;22;27;26;34;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689163;5404;4388;5852;5624;5161;465;19;27;18;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689203;5404;4389;5848;5621;5165;477;30;27;18;30;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689243;5405;4381;5849;5625;5160;481;23;23;19;26;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689283;5405;4392;5844;5629;5157;472;30;27;26;31;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689323;5404;4388;5845;5625;5161;468;14;34;22;23;8191;5725;-245;-163;1380;2225;303;16171;0;0;0
7689363;5408;4388;5840;5628;5157;477;26;27;26;30;8191;5725;-245;-163;1380;2226;303;16170;0;0;0
7689403;5405;4385;5844;5628;5157;476;23;27;23;19;8191;5725;-245;-163;1380;2226;303;16170;0;0;0
7689443;5405;4388;5845;5621;5164;476;30;38;26;26;8191;5725;-245;-163;1380;2226;303;16170;0;0;0
7689483;5396;4381;5852;5624;5157;480;26;23;18;30;8191;5725;-245;-163;1380;2226;303;16170;0;12;0
7689523;5401;4384;5845;5628;5157;473;19;26;19;26;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689563;5401;4388;5841;5624;5160;477;19;23;19;31;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689603;5404;4384;5849;5625;5161;477;34;27;22;27;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689643;5404;4384;5848;5621;5160;480;22;39;18;22;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689683;5408;4388;5845;5625;5160;473;22;34;22;26;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689723;5405;4388;5844;5628;5157;476;26;23;26;18;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689763;5405;4385;5841;5628;5160;480;19;27;15;23;8191;5725;-246;-163;1379;2227;303;16170;0;10;0
7689803;5404;4385;5848;5624;5161;472;22;26;30;27;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689843;5404;4388;5852;5621;5165;476;19;23;19;34;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689883;5405;4385;5844;5625;5161;476;26;26;18;27;8191;5725;-246;-163;1379;2227;303;16170;0;0;0
7689973;5401;4381;5848;5625;5153;476;19;26;14;27;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690013;5404;4385;5844;5621;5169;477;26;26;22;27;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690053;5405;4389;5848;5625;5161;473;23;26;19;31;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690093;5401;4388;5845;5628;5161;473;22;23;18;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690133;5405;4384;5841;5628;5161;476;30;26;15;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690173;5408;4384;5840;5625;5160;476;18;23;18;27;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690213;5401;4385;5848;5629;5160;477;26;34;22;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690253;5405;4385;5848;5621;5164;476;30;26;19;34;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690293;5405;4384;5848;5624;5161;472;22;23;15;22;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690333;5401;4385;5848;5625;5164;480;26;26;23;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690373;5404;4388;5848;5624;5157;476;22;26;14;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690413;5400;4388;5841;5621;5160;476;23;23;15;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690453;5401;4384;5840;5628;5157;473;27;27;18;22;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690493;5408;4384;5841;5624;5160;480;15;26;22;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690533;5401;4381;5844;5625;5157;476;18;27;18;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690573;5401;4381;5844;5621;5156;476;27;23;26;30;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690613;5408;4384;5844;5629;5157;469;23;30;19;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690653;5408;4385;5849;5625;5156;476;18;30;22;30;8191;5725;-246;-163;1378;2227;303;16170;0;10;0
7690693;5400;4381;5845;5624;5160;472;19;22;18;30;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690733;5400;4384;5844;5624;5161;469;19;26;22;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690773;5401;4381;5845;5624;5156;473;27;26;15;22;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690813;5405;4389;5849;5625;5157;469;23;22;15;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690853;5401;4388;5849;5624;5153;468;18;19;15;31;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690893;5404;4384;5848;5617;5153;476;19;23;19;31;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7690933;5404;4388;5849;5625;5156;469;22;19;15;26;8191;5725;-246;-163;1378;2227;303;16170;0;10;0
7690973;5404;4388;5848;5625;5153;469;18;26;22;22;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691013;5397;4385;5845;5621;5157;473;23;23;18;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691053;5404;4385;5845;5617;5153;473;22;27;15;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691093;5401;4388;5844;5620;5160;476;26;26;22;27;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691133;5408;4380;5848;5621;5157;476;23;27;15;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691173;5405;4384;5844;5625;5157;473;19;30;15;22;8191;5725;-246;-163;1378;2227;303;16170;0;10;0
7691213;5408;4384;5844;5621;5161;472;19;26;18;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691253;5401;4385;5841;5620;5153;480;22;23;18;27;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691293;5404;4377;5837;5628;5156;480;22;26;7;26;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691333;5404;4385;5845;5624;5160;469;26;23;22;30;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691373;5408;4384;5848;5621;5157;476;22;22;19;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691413;5404;4381;5856;5621;5156;473;22;23;14;23;8191;5725;-246;-163;1378;2227;303;16170;0;0;0
7691453;5404;4385;5840;5624;5153;473;15;31;22;31;8191;5725;-246;-163;1377;2227;303;16171;0;0;0
7691493;5404;4388;5845;5621;5160;476;26;27;27;23;8191;5725;-246;-163;1377;2227;303;16171;0;0;0
7691533;5401;4384;5841;5621;5156;476;19;26;15;26;8191;5725;-246;-163;1377;2227;303;16171;0;0;0
7691573;5401;4384;5844;5625;5157;477;19;34;22;23;8191;5725;-246;-163;1377;2227;303;16171;0;0;0
7691613;5404;4381;5845;5621;5160;473;22;26;22;26;8191;5725;-246;-163;1377;2227;303;16171;0;0;0
7691653;5400;4385;5844;5625;5156;476;27;30;18;27;8191;5725;-246;-163;1377;2227;303;16171;0;0;0
