time;ring.bend;index.bend;little.pressure;emg;thumb.bend;index.pressure;little.bend;middle.pressure;middle.bend;ring.pressure;thumb.pressure;imu.orientEulX;imu.orientEulY;imu.orientEulZ;imu.orientQuatX;imu.orientQuatY;imu.orientQuatZ;imu.orientQuatW;imu.linacceleX;imu.linacceleY;imu.linaccelerZ
27165211;5141;5449;1293;2108;26;14;5652;43;5657;31;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27165258;5136;5445;1292;2069;26;19;5656;43;5669;30;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27165306;5141;5456;1289;2041;18;27;5657;43;5664;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27165356;5137;5449;1293;2037;18;22;5660;46;5661;22;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27165405;5140;5456;1284;2032;31;19;5653;42;5664;30;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27165452;5141;5449;1293;2060;10;10;5657;43;5669;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27165499;5140;5452;1289;2032;15;19;5657;47;5661;34;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27165547;5140;5452;1296;2037;26;18;5652;43;5664;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27165597;5136;5452;1289;2041;26;7;5656;42;5661;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27165646;5152;5449;1292;2028;14;14;5652;43;5665;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27165693;5152;5456;1292;2037;19;18;5660;46;5668;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27165740;5152;5453;1289;2032;23;18;5657;50;5664;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27165788;5152;5456;1289;2029;18;22;5657;47;5664;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27165838;5152;5452;1296;2036;23;18;5656;43;5660;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27165886;5152;5453;1296;2033;19;18;5657;42;5669;31;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27165934;5145;5449;1292;2032;26;19;5656;50;5668;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27165980;5152;5452;1292;2017;11;22;5653;46;5664;31;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27166029;5152;5452;1296;2020;18;18;5656;50;5665;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27166078;5152;5452;1289;2021;18;14;5656;43;5664;19;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27166127;5140;5449;1293;2021;19;23;5656;35;5664;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27166175;5141;5449;1296;2028;10;30;5656;47;5668;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27166222;5137;5452;1293;2021;22;22;5657;46;5668;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27166268;5152;5452;1292;2016;19;30;5657;51;5665;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27166316;5152;5449;1293;2013;18;19;5657;47;5665;30;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27166362;5140;5449;1296;2016;19;19;5656;42;5660;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27166410;5137;5453;1292;2020;19;22;5652;43;5665;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27166459;5137;5453;1296;2005;14;22;5656;50;5665;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27166507;5152;5452;1292;2021;26;22;5656;42;5665;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27166554;5117;5452;1292;2025;23;19;5660;39;5668;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27166603;5152;5453;1289;2012;26;10;5653;46;5664;30;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27166650;5152;5456;1293;2016;23;22;5656;47;5664;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27166699;5152;5448;1288;2013;19;14;5656;39;5665;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27166748;5140;5452;1293;2028;23;27;5653;43;5668;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27166794;5152;5453;1292;2040;26;22;5652;39;5661;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27166843;5144;5452;1292;2029;15;11;5653;46;5665;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27166891;5140;5448;1285;2036;26;26;5653;39;5664;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27166940;5117;5453;1296;2028;22;18;5652;38;5661;23;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27166988;5152;5452;1300;2029;26;18;5656;47;5665;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167034;5152;5452;1292;2033;22;26;5652;31;5664;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27167083;5140;5453;1293;2024;26;19;5657;43;5664;31;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27167164;5152;5452;1289;2069;26;18;5653;43;5665;34;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27167212;5137;5449;1288;2041;22;22;5657;42;5660;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27167261;5140;5452;1292;2021;23;18;5653;46;5664;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167309;5152;5452;1292;2033;14;30;5653;42;5665;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27167360;5152;5449;1292;2032;22;22;5653;47;5665;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167407;5152;5456;1289;2036;14;19;5653;42;5669;35;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27167454;5152;5448;1297;2033;18;15;5660;46;5664;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167502;5140;5452;1293;2020;23;22;5664;47;5665;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167551;5140;5453;1292;2041;31;19;5657;42;5668;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167601;5133;5453;1289;2025;19;26;5656;43;5668;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167648;5152;5453;1292;2040;26;22;5660;43;5665;31;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27167695;5152;5452;1288;2032;23;18;5656;47;5669;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27167743;5140;5452;1293;2021;19;19;5656;43;5664;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27167792;5141;5456;1288;2041;18;23;5660;51;5668;22;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167841;5140;5456;1292;2032;19;26;5653;43;5669;22;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27167888;5152;5452;1288;2037;18;22;5656;42;5664;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27167935;5152;5452;1289;2032;19;18;5653;39;5668;15;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27167984;5152;5452;1296;2024;22;18;5656;50;5669;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27168031;5140;5452;1292;2037;19;15;5657;43;5664;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27168078;5137;5453;1288;2028;26;15;5657;46;5661;34;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27168126;5140;5449;1296;2028;14;22;5657;43;5668;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27168174;5141;5456;1293;2028;34;18;5660;46;5664;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27168219;5152;5456;1293;2017;18;7;5656;50;5661;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27168266;5137;5449;1289;2024;22;14;5652;39;5664;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27168315;5152;5452;1293;2028;22;31;5661;42;5664;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27168365;5152;5452;1288;2033;26;26;5656;43;5661;23;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27168413;5140;5453;1288;2037;23;15;5656;39;5664;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27168460;5152;5452;1297;2029;18;14;5656;54;5664;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27168507;5141;5452;1292;2033;19;22;5656;46;5665;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27168556;5137;5449;1293;2028;18;22;5660;42;5664;23;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27168606;5152;5452;1292;2040;22;11;5660;42;5661;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27168655;5140;5453;1289;2040;27;11;5657;50;5660;30;4973;5753;258;-334;2894;-2330;60;15957;0;0;0
27168703;5152;5453;1285;2036;19;23;5656;43;5664;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27168749;5144;5452;1297;2064;30;14;5656;47;5669;22;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27168797;5140;5449;1296;2045;23;18;5660;39;5669;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27168847;5152;5453;1296;2061;15;19;5653;43;5664;23;4972;5753;258;-334;2894;-2330;60;15957;0;0;0
27168896;5140;5456;1292;2068;7;10;5657;39;5665;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27168944;5152;5449;1296;2032;14;23;5653;50;5673;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27168990;5137;5453;1289;2037;18;18;5656;43;5664;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27169038;5140;5449;1296;2036;7;11;5653;50;5664;34;4957;5753;258;-334;2894;-2330;60;15957;0;0;0
27169088;5140;5449;1292;2040;3;19;5653;50;5673;23;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27169137;5137;5452;1292;2064;22;22;5660;43;5664;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27169184;5137;5449;1293;2040;23;26;5653;42;5665;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27169270;5136;5449;1281;2085;18;22;5657;43;5664;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27169318;5137;5452;1289;2040;22;14;5656;47;5665;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27169369;5140;5453;1296;2061;18;26;5652;39;5664;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27169418;5141;5453;1296;2065;27;19;5653;46;5665;30;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27169466;5140;5449;1288;2064;22;19;5661;39;5664;19;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27169513;5152;5452;1293;2064;19;18;5657;50;5665;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27169560;5140;5456;1293;2028;18;18;5657;39;5665;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27169608;5152;5452;1289;2044;15;26;5661;50;5661;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27169659;5152;5452;1293;2037;26;15;5657;51;5665;27;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27169708;5137;5453;1301;2045;23;26;5656;42;5665;22;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27169755;5137;5457;1300;2068;18;18;5656;43;5665;34;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27169801;5152;5449;1293;2040;22;11;5652;43;5668;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27169850;5152;5453;1292;2044;22;14;5660;43;5664;31;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27169900;5140;5453;1292;2044;10;18;5653;39;5668;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27169949;5137;5456;1296;2072;18;11;5656;50;5664;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27169996;5152;5452;1292;2045;26;11;5660;43;5668;30;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27170042;5152;5453;1292;2032;26;23;5664;39;5665;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27170091;5152;5449;1292;2033;19;22;5660;50;5661;23;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27170141;5137;5452;1289;2040;23;15;5657;47;5664;22;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27170189;5140;5445;1293;2029;26;10;5657;47;5664;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27170237;5152;5453;1293;2024;22;11;5656;46;5664;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27170283;5140;5453;1293;2033;11;22;5657;46;5668;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27170330;5152;5449;1296;2036;14;14;5657;42;5664;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27170379;5140;5449;1289;2041;18;22;5656;54;5668;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27170425;5152;5449;1296;2069;26;26;5661;43;5664;38;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27170473;5152;5457;1292;2061;18;22;5661;42;5665;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27170521;5144;5452;1289;2033;27;15;5653;39;5665;23;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27170569;5152;5456;1285;2040;23;26;5660;50;5665;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27170619;5152;5452;1292;2041;26;22;5656;50;5665;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27170666;5152;5449;1300;2045;18;18;5653;39;5665;23;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27170713;5140;5453;1300;2044;22;15;5660;39;5665;34;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27170761;5152;5456;1293;2033;18;18;5657;46;5664;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27170810;5152;5452;1297;2045;18;26;5657;42;5665;23;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27170859;5152;5452;1297;2064;23;19;5657;46;5664;31;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27170905;5137;5453;1293;2072;23;26;5652;42;5668;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27170953;5152;5457;1293;2037;15;27;5649;54;5668;31;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27171002;5152;5449;1292;2041;19;22;5656;42;5669;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171050;5137;5456;1293;2069;18;18;5656;55;5664;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171096;5152;5452;1289;2064;26;15;5657;39;5664;31;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27171144;5141;5457;1292;2065;19;34;5656;46;5668;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27171193;5152;5456;1289;2069;18;19;5657;46;5669;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27171241;5152;5453;1293;2021;22;22;5657;39;5664;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27171327;5152;5456;1292;2085;22;14;5657;51;5665;27;4972;5753;258;-334;2894;-2330;60;15957;0;0;0
27171375;5152;5445;1297;2076;18;30;5657;42;5665;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171425;5152;5452;1292;2044;22;19;5657;43;5668;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27171474;5152;5453;1296;2044;19;18;5657;47;5668;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171522;5152;5452;1289;2025;22;22;5657;43;5668;30;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27171568;5137;5456;1293;2044;18;22;5657;43;5668;34;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27171616;5152;5452;1296;2064;19;18;5656;46;5668;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27171665;5140;5452;1293;2065;23;22;5660;42;5668;35;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171714;5137;5449;1301;2040;11;22;5653;42;5664;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171762;5141;5452;1296;2036;27;19;5657;43;5668;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27171808;5140;5452;1288;2069;23;19;5656;42;5668;30;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27171856;5152;5453;1289;2061;18;18;5661;38;5664;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27171906;5152;5453;1297;2061;18;18;5660;47;5664;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27171954;5152;5453;1293;2041;26;15;5653;43;5665;23;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27172002;5152;5457;1296;2037;19;23;5657;42;5664;34;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27172048;5140;5449;1296;2064;14;26;5660;46;5660;30;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27172097;5152;5456;1293;2061;23;14;5656;43;5664;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27172146;5141;5457;1288;2037;18;27;5653;46;5672;22;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27172195;5152;5453;1293;2037;26;22;5656;46;5668;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27172244;5152;5456;1297;2028;26;15;5656;51;5660;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27172290;5145;5452;1297;2045;22;15;5660;46;5665;31;4972;5753;258;-334;2894;-2330;60;15957;0;0;0
27172337;5141;5452;1297;2033;26;15;5660;50;5664;23;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27172385;5144;5452;1296;2060;19;15;5653;46;5664;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27172431;5152;5453;1293;2041;19;18;5653;43;5665;34;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27172479;5152;5452;1293;2028;23;22;5660;47;5660;26;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27172527;5141;5453;1300;2032;18;18;5656;39;5672;22;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27172576;5152;5449;1304;2060;27;26;5660;42;5661;23;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27172623;5152;5452;1300;2044;19;15;5653;46;5664;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27172671;5152;5456;1301;2068;19;22;5652;39;5672;34;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27172719;5137;5449;1293;2037;26;18;5652;42;5664;30;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27172767;5152;5452;1300;2068;14;19;5652;39;5664;23;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27172816;5137;5453;1301;2069;23;18;5652;42;5661;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27172863;5152;5452;1296;2045;23;26;5653;46;5668;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27172911;5136;5453;1297;2065;22;19;5657;42;5665;30;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27172959;5144;5453;1285;2061;34;18;5653;46;5664;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27173008;5136;5453;1297;2064;19;18;5656;50;5664;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27173057;5133;5452;1300;2065;18;30;5653;43;5661;26;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27173102;5141;5449;1296;2064;22;14;5653;46;5661;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27173151;5140;5452;1292;2045;19;14;5652;42;5661;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27173200;5141;5456;1296;2040;18;19;5652;47;5665;22;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27173249;5152;5449;1288;2037;22;23;5656;43;5664;34;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27173295;5144;5453;1296;2057;19;11;5653;43;5665;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27173342;5140;5452;1297;2032;19;15;5653;39;5661;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27173427;5141;5449;1293;2081;26;19;5656;43;5664;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27173474;5140;5452;1296;2069;15;18;5656;42;5657;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27173521;5137;5448;1292;2044;15;0;5652;43;5665;23;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27173570;5133;5453;1300;2037;14;19;5657;50;5665;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27173618;5140;5449;1289;2028;26;10;5656;42;5665;31;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27173669;5137;5445;1293;2045;14;19;5652;54;5664;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27173715;5141;5449;1301;2064;19;14;5652;43;5664;30;4957;5753;258;-334;2894;-2330;60;15957;0;0;0
27173762;5137;5453;1296;2037;19;18;5653;39;5668;34;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27173811;5133;5452;1292;2036;14;22;5657;42;5669;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27173860;5152;5452;1292;2025;11;3;5653;43;5668;23;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27173908;5133;5449;1292;2032;11;14;5656;46;5665;23;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27173954;5140;5448;1293;2021;18;18;5657;46;5668;30;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27174002;5141;5449;1289;2001;22;18;5657;43;5668;23;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27174051;5140;5456;1293;2020;18;22;5660;42;5661;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27174098;5152;5449;1289;2013;15;15;5653;46;5664;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27174145;5152;5449;1284;2017;15;19;5660;42;5661;31;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27174194;5141;5453;1293;2020;27;26;5656;51;5664;27;4956;5753;258;-334;2894;-2330;60;15957;0;0;0
27174241;5152;5448;1292;2000;23;19;5660;47;5660;23;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27174287;5117;5453;1285;2024;22;30;5656;43;5661;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27174334;5152;5449;1289;2021;11;14;5660;46;5661;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27174383;5141;5457;1292;2020;18;18;5656;47;5664;23;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27174433;5152;5453;1296;2040;14;10;5657;38;5665;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27174481;5117;5444;1285;2021;19;27;5653;47;5660;30;4969;5753;258;-334;2894;-2330;60;15957;0;0;0
27174528;5140;5452;1285;2041;22;14;5656;39;5664;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27174575;5140;5456;1293;2037;26;22;5657;42;5664;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27174623;5136;5449;1293;2021;19;19;5653;46;5672;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27174673;5140;5456;1293;2028;18;15;5653;47;5660;31;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27174722;5137;5456;1293;2025;19;23;5657;47;5660;18;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27174769;5136;5449;1296;2025;15;18;5657;43;5657;34;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27174816;5140;5452;1292;2021;18;23;5656;43;5664;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27174864;5152;5452;1289;2024;22;19;5660;47;5665;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27174914;5152;5452;1289;2020;23;22;5653;54;5664;31;4957;5753;258;-334;2894;-2330;60;15957;0;0;0
27174963;5141;5456;1284;2016;23;26;5656;47;5660;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27175011;5152;5456;1300;2033;19;19;5656;46;5664;30;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27175057;5141;5452;1292;2016;19;14;5653;39;5661;34;4957;5753;258;-334;2894;-2330;60;15957;0;0;0
27175105;5141;5452;1292;2016;19;19;5653;46;5664;34;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27175155;5140;5452;1289;2021;27;26;5656;46;5660;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27175205;5133;5445;1292;2008;30;18;5652;43;5661;27;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27175252;5140;5456;1289;2021;11;18;5657;42;5664;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27175298;5141;5452;1293;2013;30;15;5657;47;5664;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27175345;5137;5453;1289;2008;26;26;5657;46;5665;19;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27175393;5152;5456;1289;2029;26;18;5657;43;5665;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27175439;5141;5456;1292;2017;18;15;5664;42;5665;26;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27175527;5141;5452;1293;2061;18;14;5656;46;5665;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27175575;5152;5449;1293;2060;26;19;5661;43;5672;23;4960;5753;258;-334;2894;-2330;60;15957;0;0;0
27175624;5152;5453;1293;2028;26;27;5657;46;5668;31;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27175671;5152;5453;1293;2033;18;18;5657;43;5665;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27175719;5152;5453;1292;2020;23;22;5661;39;5660;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27175767;5152;5453;1293;2009;18;11;5660;42;5672;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27175816;5137;5452;1289;2008;22;22;5656;46;5665;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27175864;5141;5449;1288;2012;18;22;5657;42;5665;30;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27175910;5140;5449;1285;2013;15;19;5653;43;5661;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27175959;5141;5453;1292;1997;23;15;5657;39;5668;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27176008;5152;5449;1289;2020;19;7;5656;42;5665;26;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27176057;5140;5449;1292;2024;27;19;5653;46;5665;31;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27176103;5152;5452;1292;2017;23;22;5656;46;5664;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27176150;5152;5456;1289;2009;27;38;5657;46;5664;23;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27176199;5140;5452;1296;2009;19;22;5657;46;5660;27;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27176247;5152;5448;1288;2025;14;19;5657;47;5665;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27176292;5144;5453;1296;2032;22;18;5657;43;5653;30;4965;5753;258;-334;2894;-2330;60;15957;0;0;0
27176340;5141;5449;1288;2024;19;15;5653;50;5665;30;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27176389;5145;5453;1285;2028;18;15;5656;50;5664;23;4964;5753;258;-334;2894;-2330;60;15957;0;0;0
27176439;5152;5453;1296;2021;15;15;5657;50;5665;27;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
27176487;5152;5448;1293;2037;15;14;5657;39;5661;26;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27176534;5152;5456;1285;2040;27;19;5660;47;5661;27;4968;5753;258;-334;2894;-2330;60;15957;0;0;0
27176581;5152;5457;1289;2025;18;15;5657;46;5665;26;4961;5753;258;-334;2894;-2330;60;15957;0;0;0
