time;ring.bend;index.bend;little.pressure;emg;thumb.bend;index.pressure;little.bend;middle.pressure;middle.bend;ring.pressure;thumb.pressure;imu.orientEulX;imu.orientEulY;imu.orientEulZ;imu.orientQuatX;imu.orientQuatY;imu.orientQuatZ;imu.orientQuatW;imu.linacceleX;imu.linacceleY;imu.linaccelerZ
27191700;5141;5452;1285;2024;27;34;5657;47;5664;30;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27191747;5152;5449;1281;2041;22;18;5653;43;5664;26;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27191794;5140;5452;1284;2029;27;22;5656;38;5664;11;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27191842;5152;5457;1284;2013;22;11;5657;47;5665;30;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27191888;5152;5452;1284;2028;26;23;5660;39;5664;27;4964;5752;259;-334;2895;-2335;64;15956;0;0;0
27191936;5141;5449;1292;2032;18;19;5656;42;5664;26;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27191984;5152;5452;1285;2013;19;26;5653;42;5664;27;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27192032;5141;5445;1288;2045;19;18;5657;43;5668;26;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27192079;5152;5453;1284;2044;15;18;5660;39;5668;23;4973;5752;259;-334;2895;-2335;64;15956;0;0;0
27192164;5140;5453;1285;2076;22;22;5653;50;5668;34;4961;5752;259;-334;2895;-2335;64;15956;0;0;0
27192212;5152;5453;1285;2073;22;19;5656;42;5664;26;4964;5752;259;-334;2895;-2335;64;15956;0;0;0
27192258;5152;5445;1285;2037;18;26;5653;39;5664;26;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27192306;5152;5452;1288;2024;11;18;5657;43;5668;27;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27192355;5152;5452;1292;2029;22;22;5653;39;5669;23;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27192405;5152;5452;1293;2016;14;19;5657;51;5665;23;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27192453;5152;5449;1293;2033;26;19;5661;46;5661;23;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27192500;5141;5452;1289;2024;22;22;5653;42;5668;22;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27192547;5152;5456;1292;2028;18;27;5653;39;5665;26;4960;5752;259;-334;2895;-2335;64;15956;0;0;0
27192593;5136;5445;1293;2028;23;18;5656;46;5657;30;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27192641;5141;5448;1281;2020;27;10;5660;46;5665;23;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27192689;5116;5449;1288;2016;18;26;5656;50;5664;30;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27192737;5140;5456;1285;2021;18;15;5656;43;5665;23;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27192785;5152;5456;1288;2013;23;23;5660;46;5664;30;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27192833;5152;5452;1288;2028;18;23;5656;46;5665;27;4964;5752;259;-334;2895;-2335;64;15956;0;0;0
27192882;5140;5452;1288;2020;15;26;5656;39;5661;34;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27192929;5140;5452;1289;2025;18;18;5660;43;5664;27;4973;5752;259;-334;2895;-2335;64;15956;0;0;0
27192977;5136;5457;1289;2021;18;7;5653;35;5660;26;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193025;5144;5453;1292;2020;18;23;5657;38;5665;34;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27193073;5152;5453;1292;2028;23;22;5660;50;5665;27;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27193121;5152;5456;1281;2020;15;22;5653;46;5668;30;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193168;5152;5460;1281;2016;23;18;5656;42;5664;26;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193217;5152;5453;1296;2024;27;15;5656;42;5665;30;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193266;5152;5452;1285;2025;26;22;5653;46;5665;34;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27193313;5152;5456;1288;2033;14;22;5660;42;5665;23;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27193359;5152;5457;1293;2021;18;22;5657;39;5665;26;4961;5752;259;-334;2895;-2335;64;15956;0;0;0
27193409;5152;5456;1288;2028;18;11;5653;42;5665;30;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193458;5137;5453;1289;2028;23;3;5657;51;5668;22;4964;5752;259;-334;2895;-2335;64;15956;0;0;0
27193507;5140;5449;1292;2020;18;23;5656;38;5665;27;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27193553;5152;5452;1289;2032;22;18;5656;46;5664;27;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27193600;5141;5452;1292;2012;30;11;5660;46;5664;19;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27193650;5145;5448;1289;2028;15;19;5653;42;5665;26;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27193697;5152;5449;1292;2024;15;35;5656;51;5668;30;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27193742;5144;5449;1289;2024;26;26;5657;47;5665;27;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27193791;5152;5453;1289;2032;18;22;5657;42;5669;26;4973;5752;259;-334;2895;-2335;64;15956;0;0;0
27193839;5152;5452;1285;2041;26;19;5657;46;5664;26;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193890;5140;5456;1288;2061;18;26;5660;43;5664;23;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27193937;5152;5452;1285;2037;23;18;5660;46;5665;26;4968;5752;259;-334;2895;-2335;64;15956;0;0;0
27193984;5152;5453;1281;2033;15;14;5652;42;5665;27;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27194031;5137;5452;1296;2060;18;19;5656;46;5664;22;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27194080;5137;5452;1289;2028;23;19;5656;46;5665;34;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27194130;5140;5449;1293;2065;22;18;5656;46;5669;27;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27194179;5140;5453;1285;2069;27;14;5653;39;5669;22;4973;5752;259;-334;2895;-2335;64;15956;0;0;0
27194271;5152;5456;1289;2101;22;7;5660;47;5660;22;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27194319;5144;5453;1284;2080;30;19;5657;42;5664;23;4964;5752;259;-334;2895;-2335;64;15956;0;0;0
27194366;5136;5452;1288;2040;22;26;5656;46;5660;26;4972;5752;259;-334;2895;-2335;64;15956;0;0;0
27194414;5152;5453;1293;2045;27;19;5660;50;5665;27;4969;5752;259;-334;2895;-2335;64;15956;0;0;0
27194462;5152;5453;1288;2033;27;18;5657;43;5665;27;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
27194511;5152;5456;1284;2029;26;18;5657;50;5665;30;4965;5752;259;-334;2895;-2335;64;15956;0;0;0
